1000	675
1000	672
1000	2099
1000	2064
134.893104	5241
107.939006	9429
85.631639	11200
75.264895	2100
70.421151	79728
68.364331	1588
67.71889	7157
67.21331	580
65.593341	8202
61.414968	4582
47.075747	83990
46.847984	595
46.812325	5888
45.661387	472
40.289472	5728
39.71648	4250
36.83972	25855
32.855814	27324
31.205093	5618
30.692398	999
28.625462	2065
27.835148	3292
26.545133	1545
26.368923	5290
25.875569	2263
24.246795	2852
23.034368	1586
23.032514	6817
22.199553	5268
22.044966	1956
21.730181	5753
21.113825	3486
20.411569	2066
20.239487	7022
19.380842	7517
18.848471	100133941
18.223368	4683
17.906139	207
17.227375	3169
17.137332	3480
16.724792	3479
16.718994	7153
15.790553	2886
14.869057	5889
14.491367	4830
14.406685	2146
14.362329	92304
14.284778	11186
14.031685	7031
13.796174	898
13.736329	9112
13.271765	6790
13.242726	6623
12.910856	7515
12.81394	4046
12.313639	1026
12.024285	596
11.852479	7516
11.757773	2264
11.606457	196
11.565285	960
11.54984	6648
11.26742	6615
11.15857	51741
11.009021	25803
10.938219	23221
10.768247	6278
10.619451	1027
10.501206	118430
10.464896	1474
10.371298	4288
10.164183	9077
10.164183	8412
10.033606	2625
9.934937	4609
9.895941	5655
9.832886	2810
9.639694	25800
9.521994	216
9.513962	5743
9.303625	29122
9.215492	5245
9.126555	5932
9.107019	5243
9.061388	1509
9.013313	7422
9.011654	5300
8.934386	27043
8.834703	2101
8.750266	57805
8.698702	10481
8.696411	8493
8.677026	6714
8.527284	7291
8.522729	5304
8.514183	643714
8.50871	4904
8.49469	84299
8.391296	3084
8.160547	1543
8.058785	6528
8.03258	56946
7.950871	8839
7.73594	6591
7.619312	7764
7.544281	841
7.455911	2194
7.364234	6768
7.3468	5915
7.261974	857
7.241824	4193
7.131857	5617
7.101157	92140
7.059055	7164
7.032837	406991
6.977973	2177
6.962713	10111
6.942565	10765
6.922471	2068
6.850697	1001
6.822365	4214
6.775847	9687
6.766606	2118
6.738578	1969
6.68208	367
6.664438	3091
6.382643	3202
6.380666	406973
6.239973	9635
6.202534	5744
6.164468	54971
6.125993	2950
6.060412	28992
6.027469	7020
6.019895	8543
5.883807	51720
5.8404	6935
5.832214	4323
5.803436	80139
5.800819	1869
5.766293	9564
5.747968	1312
5.721855	5328
5.679241	3880
5.599303	7163
5.58491	3655
5.539247	4320
5.521991	1565
5.487306	115761
5.458414	7852
5.425192	394269
5.37109	60500
5.334666	9166
5.280151	573
5.26681	10011
5.262097	5058
5.239667	6462
5.201553	10395
5.194329	10230
5.153122	59348
5.112106	389
5.052201	84142
5.046276	3927
5.044384	332
5.010774	9353
4.994505	9232
4.985024	11073
4.949209	4486
4.938405	374
4.93182	6867
4.907815	4246
4.884622	6776
4.853791	214
4.851805	6275
4.746031	1999
4.742142	5890
4.738188	5458
4.7277	6777
4.71673	91074
4.605991	26994
4.506564	3066
4.486293	688
4.45948	10397
4.443941	1499
4.43602	1994
4.418315	3294
4.403864	648
4.366476	43847
4.36175	3814
4.348123	5925
4.312499	3981
4.277593	2272
4.274927	6997
4.268903	8648
4.254506	406903
4.220133	412
4.21771	2305
4.206851	4015
4.206371	2051
4.176928	4361
4.158103	7165
4.158103	27246
4.143737	5893
4.099793	6502
4.066533	6926
4.02828	400500
4.019991	6382
3.993994	59277
3.945525	8314
3.936579	3065
3.918952	9821
3.918952	10551
3.913991	80306
3.869741	6294
3.863958	3090
3.863597	2309
3.850936	8038
3.85033	8838
3.818249	29108
3.800692	5329
3.796356	6198
3.782458	5747
3.764812	2072
3.741316	6667
3.737825	8537
3.737825	9254
3.711336	6783
3.693441	8558
3.64551	55740
3.638457	6774
3.621215	7158
3.601328	4602
3.58551	25920
3.570556	2692
3.535434	3691
3.534609	1950
3.503381	5892
3.49274	9497
3.487487	8644
3.464748	3852
3.459331	3490
3.457975	406910
3.4343	9961
3.422379	11331
3.403019	9473
3.403019	445582
3.398903	10579
3.398903	5881
3.398903	1620
3.398903	1748
3.397443	3161
3.383838	10013
3.355806	4240
3.347313	407035
3.338961	11059
3.308992	7979
3.308992	3381
3.308992	9667
3.300638	29128
3.256846	84084
3.239507	3488
3.239507	5469
3.222737	26018
3.201207	25937
3.200796	3958
3.171225	5653
3.133491	7869
3.133491	9928
3.131347	6624
3.122113	11178
3.122113	1801
3.122113	22834
3.122113	43849
3.106549	10848
3.09097	5931
3.080221	2113
3.072686	2017
3.060241	9902
3.050616	1655
3.048155	6495
3.001861	7424
2.997297	389903
2.997297	54828
2.997297	406958
2.991206	23136
2.98358	406985
2.980188	768
2.977988	4072
2.971557	1576
2.964528	10647
2.964528	152110
2.909729	64754
2.888112	55294
2.873308	25818
2.873308	10049
2.86027	3491
2.838521	4077
2.838521	79184
2.828503	1031
2.828503	23513
2.813349	7706
2.813349	2178
2.804324	155465
2.776818	1917
2.772696	1039
2.772696	728461
2.772653	55540
2.772292	23783
2.771259	7471
2.734433	3485
2.708265	9846
2.685495	8105
2.685495	643646
2.685495	391044
2.671046	10493
2.660483	93210
2.660483	58497
2.660483	11013
2.660483	11191
2.660483	30811
2.643892	8829
2.643261	2188
2.616046	29086
2.599923	7052
2.597815	1591
2.597815	9656
2.5896	2253
2.577287	4862
2.575501	25875
2.544952	1019
2.544195	59351
2.542705	57504
2.542705	85320
2.530188	4013
2.517262	10460
2.514606	9641
2.514075	7298
2.489928	1728
2.485452	29028
2.485452	57708
2.472373	26471
2.472373	10948
2.460221	3397
2.459137	7703
2.459137	6909
2.459137	1602
2.446423	5036
2.426845	6422
2.424611	682
2.411295	255324
2.411295	55862
2.411295	84725
2.411295	9119
2.400379	4326
2.400379	5349
2.400379	406989
2.396325	2114
2.391837	3481
2.379612	1977
2.378935	8626
2.36105	31
2.35498	149628
2.347235	6387
2.341436	7799
2.341357	7040
2.339964	4017
2.335861	2944
2.319832	100124700
2.318717	10499
2.315814	10
2.311106	2073
2.302134	157310
2.302134	80760
2.284244	7283
2.276353	896
2.250642	2191
2.248232	8204
2.243418	5926
2.243418	6494
2.239601	10801
2.235424	3875
2.233211	4313
2.221727	100507249
2.221727	140660
2.221727	474256
2.218677	4318
2.217452	1119
2.206885	79648
2.201378	29948
2.201378	29078
2.200776	84152
2.193973	10857
2.193973	79727
2.193756	63923
2.193293	9
2.184759	891
2.178128	2277
2.176274	4851
2.170796	83596
2.170796	26085
2.169278	4363
2.16173	8678
2.159545	406988
2.159545	23213
2.114193	208
2.110947	634
2.107954	2145
2.107954	2444
2.107954	84707
2.103703	1009
2.103703	50807
2.101661	2187
2.101661	5935
2.081343	6696
2.071772	4322
2.053685	29893
2.053148	3283
2.052616	7320
2.035748	7982
2.035748	22794
2.035748	22891
2.035748	863
2.030163	3484
2.020985	901
2.020985	81607
2.020985	54904
2.020985	90627
2.012085	3856
2.003047	6091
